fecha,defunciones_corregidas,tavg,tmin,tmax
2023-12-15,147.73,7.8,4.8,13.1
2023-12-16,143.18,5.2,2.0,11.1
2023-12-17,179.55,3.9,1.9,11.4
2023-12-18,152.27,3.5,1.3,11.0
2023-12-19,156.82,3.2,1.1,10.9
2023-12-20,165.91,4.9,1.8,11.9
2023-12-21,168.18,5.5,2.2,11.6
2023-12-22,178.41,5.0,2.2,13.1
2023-12-23,182.95,6.6,2.5,12.6
2023-12-24,151.14,4.3,1.9,10.8
2023-12-25,146.59,2.9,0.7,9.7
2023-12-26,176.14,1.8,0.4,8.3
2023-12-27,186.36,2.7,-0.2,9.3
2023-12-28,179.55,2.3,0.9,7.1
2023-12-29,177.27,3.4,3.7,8.5
2023-12-30,171.59,4.0,1.8,10.7
2023-12-31,144.32,6.5,5.0,9.4
2024-01-01,177.27,4.6,3.8,9.4
2024-01-02,164.77,5.4,2.8,8.2
2024-01-03,218.18,10.2,8.1,12.1
2024-01-04,176.14,9.2,8.2,10.6
2024-01-05,206.82,6.3,4.6,8.6
2024-01-06,170.45,5.1,3.6,9.6
2024-01-07,154.55,3.1,1.8,9.3
2024-01-08,185.23,1.8,-0.8,6.2
2024-01-09,180.68,4.7,4.1,7.2
2024-01-10,175.0,5.0,4.7,8.0
2024-01-11,193.18,3.7,2.3,7.6
2024-01-12,194.32,1.7,-0.4,6.9
2024-01-13,184.09,4.1,2.2,9.0
2024-01-14,185.23,7.2,5.8,8.6
2024-01-15,177.27,11.2,8.4,13.3
2024-01-16,206.82,12.7,11.1,13.7
2024-01-17,202.27,10.9,10.0,12.3
2024-01-18,165.91,10.9,10.0,14.3
2024-01-19,168.18,6.9,3.6,10.8
2024-01-20,167.05,6.1,2.7,9.9
2024-01-21,153.41,5.6,4.0,11.0
2024-01-22,147.73,5.1,3.1,10.6
2024-01-23,177.27,6.1,4.4,14.9
2024-01-24,171.59,9.0,5.9,17.5
2024-01-25,185.23,9.5,5.9,17.3
2024-01-26,147.73,10.5,5.9,18.8
2024-01-27,153.41,10.1,9.6,18.0
2024-01-28,140.91,9.2,8.0,16.3
2024-01-29,135.23,9.2,7.7,14.9
2024-01-30,146.59,8.1,5.9,13.0
2024-01-31,129.55,6.8,4.7,10.5
2024-02-01,128.41,8.8,4.6,16.8
2024-02-02,167.05,8.2,5.2,14.8
2024-02-03,128.41,7.9,5.9,15.2
2024-02-04,127.27,8.1,4.6,16.6
2024-02-05,115.91,7.5,4.6,14.9
2024-02-06,144.32,8.7,5.9,13.7
2024-02-07,156.82,8.1,4.0,12.4
2024-02-08,146.59,9.4,8.5,12.6
2024-02-09,155.68,9.5,7.9,11.7
2024-02-10,126.14,7.2,5.3,11.3
2024-02-11,113.64,4.2,4.3,8.3
2024-02-12,125.0,9.1,6.0,15.7
2024-02-13,154.55,10.9,10.1,16.0
2024-02-14,163.64,11.9,11.1,17.3
2024-02-15,146.59,11.1,10.4,14.0
2024-02-16,148.86,10.8,8.3,15.1
2024-02-17,143.18,8.4,4.8,16.8
2024-02-18,145.45,8.8,5.5,17.4
2024-02-19,153.41,10.4,7.5,18.5
2024-02-20,130.68,9.8,5.7,18.8
2024-02-21,143.18,9.6,6.1,15.3
2024-02-22,127.27,10.3,7.7,12.6
2024-02-23,132.95,5.9,4.1,9.6
2024-02-24,140.91,5.9,3.4,10.3
2024-02-25,136.36,9.4,6.1,13.7
2024-02-26,148.86,8.1,6.1,11.5
2024-02-27,107.95,5.9,4.0,11.7
2024-02-28,147.73,5.9,2.2,14.1
2024-02-29,129.55,6.5,2.6,14.0
2024-03-01,143.18,6.5,3.2,13.2
2024-03-02,135.23,6.4,2.3,8.7
2024-03-03,128.41,5.2,2.5,10.1
2024-03-04,151.14,7.7,6.1,13.1
2024-03-05,143.18,7.4,5.3,13.7
2024-03-06,137.5,6.7,0.0,13.7
2024-03-07,142.05,7.4,3.3,13.3
2024-03-08,157.95,6.5,4.4,10.8
2024-03-09,132.95,6.2,4.4,8.8
2024-03-10,134.09,7.7,4.6,12.7
2024-03-11,126.14,8.1,6.1,13.9
2024-03-12,113.64,8.3,4.6,16.5
2024-03-13,128.41,10.1,6.1,18.6
2024-03-14,151.14,10.8,6.9,16.9
2024-03-15,150.0,10.9,6.3,17.9
2024-03-16,132.95,11.9,8.9,19.2
2024-03-17,112.5,13.7,10.9,21.0
2024-03-18,153.41,14.2,10.6,21.2
2024-03-19,132.95,15.6,12.5,23.5
2024-03-20,135.23,15.1,13.0,23.5
2024-03-21,153.41,16.5,13.4,24.4
2024-03-22,151.14,17.9,13.7,25.5
2024-03-23,136.36,17.0,12.9,24.4
2024-03-24,112.5,16.7,12.5,22.2
2024-03-25,127.27,12.2,9.0,14.9
2024-03-26,120.45,6.6,3.7,10.6
2024-03-27,131.82,8.4,4.2,13.8
2024-03-28,131.82,10.9,6.8,16.8
2024-03-29,129.55,7.9,4.9,10.9
2024-03-30,100.0,6.7,5.0,12.2
2024-03-31,120.45,6.8,5.0,11.3
2024-04-01,120.45,7.5,4.4,13.7
2024-04-02,121.59,8.7,5.2,13.8
2024-04-03,150.0,11.9,9.3,18.0
2024-04-04,122.73,12.6,8.0,20.7
2024-04-05,131.82,14.9,10.8,22.7
2024-04-06,132.95,17.2,13.4,23.6
2024-04-07,117.05,16.1,14.3,21.9
2024-04-08,118.18,13.1,7.8,17.6
2024-04-09,145.45,9.5,5.1,16.4
2024-04-10,125.0,11.6,6.9,20.7
2024-04-11,119.32,15.8,9.9,26.5
2024-04-12,138.64,16.4,11.1,24.8
2024-04-13,102.27,18.1,12.8,27.1
2024-04-14,115.91,18.7,13.7,27.0
2024-04-15,153.41,20.1,13.7,29.2
2024-04-16,142.05,18.0,12.4,26.2
2024-04-17,132.95,14.7,8.7,22.0
2024-04-18,125.0,14.3,8.8,22.5
2024-04-19,127.27,14.2,7.3,21.5
2024-04-20,118.18,17.1,10.9,24.6
2024-04-21,113.64,16.1,10.1,23.4
2024-04-22,134.09,12.6,7.1,19.1
2024-04-23,130.68,10.1,3.8,18.3
2024-04-24,125.0,11.6,4.8,19.0
2024-04-25,130.68,13.3,8.8,18.4
2024-04-26,130.68,12.7,9.4,16.4
2024-04-27,131.82,11.3,7.5,14.9
2024-04-28,112.5,10.5,5.5,16.8
2024-04-29,117.05,11.8,6.3,18.4
2024-04-30,136.36,12.1,5.3,18.2
2024-05-01,130.68,9.8,6.1,15.0
2024-05-02,123.86,9.7,5.7,15.8
2024-05-03,114.77,11.9,5.8,19.3
2024-05-04,128.41,15.5,9.4,23.5
2024-05-05,127.27,15.6,12.5,18.9
2024-05-06,123.86,15.6,11.2,19.3
2024-05-07,144.32,14.9,9.4,22.4
2024-05-08,129.55,16.5,10.0,24.7
2024-05-09,120.45,19.0,13.0,26.6
2024-05-10,170.45,21.3,14.8,29.2
2024-05-11,142.05,21.2,15.3,29.3
2024-05-12,127.27,21.0,15.8,28.0
2024-05-13,144.32,20.7,15.0,27.9
2024-05-14,131.82,16.3,10.9,18.9
2024-05-15,121.59,13.7,10.0,18.6
2024-05-16,123.86,13.5,9.2,18.1
2024-05-17,127.27,14.7,11.3,19.4
2024-05-18,130.68,15.1,10.1,22.5
2024-05-19,106.82,14.8,11.5,22.7
2024-05-20,114.77,14.5,10.0,20.7
2024-05-21,147.73,14.5,11.4,20.0
2024-05-22,103.41,15.0,11.4,21.9
2024-05-23,102.27,16.9,11.6,25.4
2024-05-24,160.23,19.1,12.5,27.6
2024-05-25,156.82,21.2,13.8,29.2
2024-05-26,146.59,21.6,13.8,29.6
2024-05-27,128.41,22.3,16.2,30.3
2024-05-28,131.82,23.0,16.5,30.4
2024-05-29,139.77,25.7,19.1,33.5
2024-05-30,134.09,26.5,19.9,34.4
2024-05-31,125.0,22.1,15.1,30.5
2024-06-01,138.64,19.8,11.4,27.2
2024-06-02,115.91,19.9,11.6,27.5
2024-06-03,136.36,21.7,14.5,29.4
2024-06-04,130.68,23.6,14.9,31.7
2024-06-05,142.05,26.2,17.9,33.1
2024-06-06,168.18,27.4,18.1,34.9
2024-06-07,126.14,28.1,20.6,35.6
2024-06-08,138.64,20.6,18.8,23.3
2024-06-09,122.73,19.2,14.4,25.1
2024-06-10,146.59,16.6,14.3,19.4
2024-06-11,113.64,17.6,10.8,23.9
2024-06-12,110.23,17.4,11.7,22.2
2024-06-13,123.86,18.9,10.9,26.9
2024-06-14,140.91,21.8,12.5,29.0
2024-06-15,112.5,21.8,14.5,28.2
2024-06-16,100.0,22.0,12.6,29.6
2024-06-17,118.18,23.2,15.1,29.7
2024-06-18,127.27,21.4,17.0,27.3
2024-06-19,139.77,18.6,12.9,24.7
2024-06-20,130.68,17.3,12.6,22.7
2024-06-21,134.09,19.6,11.8,26.7
2024-06-22,131.82,22.8,13.8,31.0
2024-06-23,100.0,23.6,16.3,30.4
2024-06-24,113.64,24.7,16.3,32.5
2024-06-25,102.27,26.6,18.8,35.1
2024-06-26,120.45,25.7,20.2,32.1
2024-06-27,119.32,25.8,18.0,35.6
2024-06-28,142.05,23.1,19.1,28.2
2024-06-29,119.32,20.1,15.8,25.5
2024-06-30,109.09,20.1,15.3,26.1
2024-07-01,112.5,21.8,16.2,28.4
2024-07-02,111.36,22.3,13.9,30.7
2024-07-03,128.41,24.7,14.7,33.3
2024-07-04,120.45,28.2,18.6,36.3
2024-07-05,140.91,29.2,20.0,38.1
2024-07-06,121.59,27.4,20.9,33.2
2024-07-07,112.5,23.8,16.0,31.3
2024-07-08,117.05,25.7,17.2,32.5
2024-07-09,111.36,26.1,19.7,31.8
2024-07-10,128.41,27.1,19.6,34.1
2024-07-11,121.59,28.8,20.9,35.8
2024-07-12,138.64,27.2,18.9,34.0
2024-07-13,120.45,26.0,17.4,33.7
2024-07-14,109.09,26.4,19.4,32.4
2024-07-15,122.73,25.4,20.3,30.2
2024-07-16,109.09,25.2,16.5,32.8
2024-07-17,132.95,27.2,17.4,35.8
2024-07-18,118.18,29.4,20.4,37.1
2024-07-19,142.05,30.7,21.1,38.3
2024-07-20,123.86,29.3,22.3,35.2
2024-07-21,112.5,26.4,19.8,32.9
2024-07-22,102.27,26.8,17.3,35.5
2024-07-23,121.59,30.2,21.0,38.5
2024-07-24,120.45,32.5,24.0,40.3
2024-07-25,126.14,32.4,24.7,39.2
2024-07-26,113.64,30.9,22.8,38.1
2024-07-27,165.91,31.8,24.4,38.4
2024-07-28,128.41,31.6,24.3,38.8
2024-07-29,157.95,29.3,24.8,35.0
2024-07-30,130.68,31.1,23.2,39.2
2024-07-31,117.05,30.6,22.8,36.8
2024-08-01,142.05,30.3,20.9,37.6
2024-08-02,126.14,28.7,22.1,33.9
2024-08-03,126.14,28.5,20.2,36.3
2024-08-04,126.14,30.4,22.5,37.8
2024-08-05,114.77,31.3,23.9,38.1
2024-08-06,139.77,31.0,22.3,37.9
2024-08-07,146.59,30.8,22.6,38.1
2024-08-08,146.59,30.9,22.8,38.0
2024-08-09,137.5,31.8,23.5,39.2
2024-08-10,138.64,31.9,23.9,38.8
2024-08-11,135.23,31.3,23.6,38.2
2024-08-12,130.68,30.4,22.9,36.7
2024-08-13,137.5,26.9,21.3,32.5
2024-08-14,112.5,24.9,19.1,30.9
2024-08-15,104.55,23.3,15.4,30.7
2024-08-16,101.14,25.9,17.5,34.2
2024-08-17,126.14,28.1,19.4,35.5
2024-08-18,105.68,28.1,20.9,34.8
2024-08-19,98.86,27.2,19.0,35.1
2024-08-20,106.82,29.0,20.6,36.7
2024-08-21,115.91,27.8,19.5,36.1
2024-08-22,111.36,29.1,21.7,35.8
2024-08-23,122.73,29.0,19.9,36.7
2024-08-24,119.32,29.0,22.4,35.4
2024-08-25,100.0,26.9,18.6,34.6
2024-08-26,118.18,27.1,20.4,33.9
2024-08-27,114.77,28.1,20.8,35.1
2024-08-28,134.09,28.6,21.0,36.0
2024-08-29,128.41,23.9,18.5,28.5
2024-08-30,103.41,24.8,21.0,32.0
2024-08-31,134.09,22.7,18.0,28.0
