fecha,defunciones_corregidas,tavg,tmin,tmax
2022-04-17,126.54,17.3,11.9,25.5
2022-04-18,110.29,18.6,13.1,25.8
2022-04-19,106.8,12.8,6.0,19.3
2022-04-20,103.32,8.6,4.2,13.3
2022-04-21,148.6,9.9,4.9,17.2
2022-04-22,152.08,8.7,6.0,10.9
2022-04-23,132.34,8.1,5.1,12.1
2022-04-24,139.31,10.2,4.7,17.7
2022-04-25,114.93,12.3,8.1,20.7
2022-04-26,126.54,13.9,11.5,22.5
2022-04-27,140.47,12.6,10.8,17.5
2022-04-28,119.57,11.9,9.8,17.2
2022-04-29,130.02,15.0,11.0,22.7
2022-04-30,124.22,16.0,11.9,23.1
2022-05-01,124.22,16.9,12.9,25.5
2022-05-02,126.54,14.2,12.0,19.4
2022-05-03,117.25,13.3,11.1,17.5
2022-05-04,102.16,14.3,10.2,20.2
2022-05-05,123.06,14.9,10.6,23.4
2022-05-06,140.47,15.3,10.2,23.8
2022-05-07,121.89,16.4,10.4,24.2
2022-05-08,112.61,17.9,12.6,26.6
2022-05-09,153.24,19.4,13.7,27.5
2022-05-10,140.47,20.5,14.3,29.0
2022-05-11,126.54,22.4,16.2,29.5
2022-05-12,128.86,21.7,16.8,27.2
2022-05-13,143.95,21.9,15.3,29.2
2022-05-14,139.31,21.0,17.5,27.9
2022-05-15,105.64,20.4,16.2,25.3
2022-05-16,117.25,19.2,13.3,26.8
2022-05-17,110.29,20.8,13.7,28.7
2022-05-18,127.7,23.0,16.4,31.8
2022-05-19,157.88,25.6,18.8,33.5
2022-05-20,114.93,25.9,18.9,31.9
2022-05-21,123.06,26.1,18.2,32.6
2022-05-22,141.63,22.8,17.3,27.9
2022-05-23,141.63,20.7,15.7,27.2
2022-05-24,140.47,18.0,12.0,22.0
2022-05-25,123.06,15.8,9.4,22.1
2022-05-26,116.09,19.2,10.5,26.7
2022-05-27,131.18,22.4,14.9,31.2
2022-05-28,123.06,24.1,16.2,32.6
2022-05-29,121.89,23.8,15.9,31.3
2022-05-30,130.02,20.6,15.5,23.0
2022-05-31,123.06,22.1,13.0,29.7
2022-06-01,116.09,23.0,15.6,29.5
2022-06-02,117.25,22.3,16.2,28.8
2022-06-03,124.22,21.9,16.3,27.7
2022-06-04,123.06,20.8,14.9,27.0
2022-06-05,127.7,21.6,13.7,29.4
2022-06-06,102.16,23.7,15.7,30.1
2022-06-07,133.5,25.0,16.9,32.6
2022-06-08,138.15,25.0,18.4,27.4
2022-06-09,150.92,25.5,18.8,32.5
2022-06-10,153.24,27.2,20.0,35.0
2022-06-11,143.95,28.0,22.0,36.8
2022-06-12,133.5,27.8,22.1,34.1
2022-06-13,117.25,29.3,21.4,37.5
2022-06-14,149.76,30.5,23.5,38.5
2022-06-15,175.3,31.1,24.2,37.9
2022-06-16,190.39,29.8,25.4,37.2
2022-06-17,204.32,30.2,23.1,38.9
2022-06-18,228.7,30.6,25.2,38.9
2022-06-19,147.43,23.8,18.8,29.1
2022-06-20,166.01,22.0,18.4,28.1
2022-06-21,157.88,21.2,14.7,27.3
2022-06-22,148.6,18.9,14.8,25.2
2022-06-23,159.04,19.4,15.6,24.3
2022-06-24,141.63,19.7,12.9,27.0
2022-06-25,143.95,20.8,13.6,27.7
2022-06-26,130.02,21.2,15.9,27.9
2022-06-27,139.31,21.2,16.5,29.0
2022-06-28,153.24,22.8,14.7,31.2
2022-06-29,153.24,24.9,17.5,32.9
2022-06-30,167.17,23.9,17.5,30.2
2022-07-01,169.49,23.7,15.4,32.4
2022-07-02,159.04,27.5,21.2,34.5
2022-07-03,136.99,28.5,22.7,35.1
2022-07-04,164.85,27.8,20.5,34.4
2022-07-05,172.97,28.4,21.4,37.1
2022-07-06,178.78,26.6,19.5,32.7
2022-07-07,166.01,24.8,17.4,31.8
2022-07-08,153.24,26.5,18.8,34.0
2022-07-09,139.31,29.2,22.0,36.8
2022-07-10,149.76,30.6,23.3,37.7
2022-07-11,156.72,30.4,23.8,37.3
2022-07-12,189.23,31.0,24.4,38.0
2022-07-13,162.53,32.2,25.3,39.1
2022-07-14,177.62,33.7,26.2,40.7
2022-07-15,200.84,32.6,25.3,39.6
2022-07-16,184.58,32.6,25.5,39.5
2022-07-17,191.55,32.6,25.7,39.5
2022-07-18,226.38,31.9,23.6,39.7
2022-07-19,219.41,29.3,23.2,33.9
2022-07-20,163.69,29.1,20.8,36.6
2022-07-21,179.94,30.4,23.7,37.7
2022-07-22,179.94,31.2,24.5,36.8
2022-07-23,175.3,30.2,22.0,38.6
2022-07-24,157.88,30.9,21.7,39.2
2022-07-25,175.3,31.5,23.2,38.2
2022-07-26,155.56,28.6,22.3,36.6
2022-07-27,133.5,28.3,21.2,35.6
2022-07-28,156.72,29.3,22.1,36.6
2022-07-29,163.69,29.6,23.1,36.6
2022-07-30,131.18,29.1,22.2,37.3
2022-07-31,135.83,30.1,23.0,36.7
2022-08-01,163.69,31.6,24.4,37.7
2022-08-02,169.49,31.3,25.1,38.4
2022-08-03,146.27,30.4,24.9,37.9
2022-08-04,147.43,30.3,23.7,37.0
2022-08-05,155.56,29.9,22.8,36.7
2022-08-06,147.43,29.7,23.5,36.7
2022-08-07,119.57,29.7,23.8,36.6
2022-08-08,126.54,29.3,22.4,36.7
2022-08-09,127.7,30.1,23.8,37.0
2022-08-10,171.81,29.7,25.0,36.6
2022-08-11,143.95,29.6,24.2,36.6
2022-08-12,162.53,29.8,23.2,36.7
2022-08-13,143.95,25.4,20.6,27.8
2022-08-14,123.06,24.1,18.1,32.3
2022-08-15,106.8,24.9,17.5,31.8
2022-08-16,124.22,24.4,19.3,29.5
2022-08-17,110.29,21.0,16.9,28.5
2022-08-18,125.38,21.4,15.1,27.7
2022-08-19,132.34,23.2,16.4,30.9
2022-08-20,111.45,26.0,19.6,34.3
2022-08-21,117.25,28.2,19.5,36.7
2022-08-22,135.83,27.8,21.6,34.4
2022-08-23,127.7,28.3,21.6,36.6
2022-08-24,130.02,28.7,23.5,35.6
2022-08-25,123.06,27.7,22.2,34.4
2022-08-26,119.57,25.6,20.1,32.0
2022-08-27,120.73,24.8,19.8,32.8
2022-08-28,94.03,26.9,21.1,34.1
2022-08-29,124.22,25.6,22.3,33.2
2022-08-30,109.12,26.8,21.0,34.0
2022-08-31,125.38,26.1,20.3,31.8
2022-09-01,103.32,24.7,17.6,31.9
2022-09-02,104.48,23.9,17.5,30.3
2022-09-03,117.25,22.7,17.4,28.8
2022-09-04,112.61,22.4,15.5,29.4
2022-09-05,91.71,21.6,15.7,29.0
2022-09-06,101.0,22.0,16.5,28.9
2022-09-07,125.38,21.3,15.3,25.8
2022-09-08,136.99,21.9,18.6,29.2
2022-09-09,131.18,24.1,20.3,31.3
2022-09-10,124.22,25.9,19.9,33.2
2022-09-11,119.57,27.5,21.0,34.0
2022-09-12,104.48,26.1,22.1,28.8
2022-09-13,112.61,20.1,16.9,25.2
2022-09-14,125.38,19.0,15.7,23.3
2022-09-15,135.83,18.5,17.2,24.5
2022-09-16,130.02,20.0,16.0,27.4
2022-09-17,109.12,20.5,15.7,27.3
2022-09-18,121.89,21.5,17.9,29.1
2022-09-19,109.12,22.3,18.0,26.5
2022-09-20,119.57,21.8,16.3,27.0
2022-09-21,114.93,21.3,17.4,29.1
2022-09-22,105.64,21.0,16.2,28.8
2022-09-23,101.0,21.9,17.1,26.6
2022-09-24,106.8,19.9,14.9,25.1
2022-09-25,104.48,16.4,11.5,20.3
2022-09-26,114.93,16.6,11.5,21.9
2022-09-27,110.29,16.7,10.4,23.4
2022-09-28,112.61,17.0,11.9,21.8
2022-09-29,120.73,14.4,12.3,16.9
2022-09-30,113.77,14.2,9.3,19.8
2022-10-01,111.45,15.9,9.8,22.6
2022-10-02,104.48,18.6,12.2,26.4
2022-10-03,121.89,20.2,14.7,26.5
2022-10-04,147.43,21.4,13.6,28.9
2022-10-05,123.06,20.9,15.8,26.4
2022-10-06,141.63,20.4,16.2,25.0
2022-10-07,133.5,19.1,13.6,22.9
2022-10-08,139.31,18.9,14.7,24.7
2022-10-09,134.66,18.7,16.0,23.7
2022-10-10,127.7,18.3,15.2,20.8
2022-10-11,118.41,17.4,15.2,21.8
2022-10-12,123.06,16.7,12.9,22.8
2022-10-13,130.02,17.0,13.6,23.5
2022-10-14,134.66,18.0,13.1,25.3
2022-10-15,135.83,19.0,13.6,25.6
2022-10-16,110.29,19.3,13.0,24.0
2022-10-17,120.73,19.2,15.4,24.5
2022-10-18,139.31,20.0,15.5,26.9
2022-10-19,126.54,19.5,17.5,24.4
2022-10-20,123.06,17.2,13.6,20.5
2022-10-21,136.99,14.6,13.6,18.0
2022-10-22,124.22,15.6,12.8,21.8
2022-10-23,133.5,15.2,13.6,16.8
2022-10-24,121.89,14.2,12.4,17.1
2022-10-25,138.15,16.1,13.5,23.3
2022-10-26,117.25,17.0,13.7,21.7
2022-10-27,141.63,17.7,16.2,23.9
2022-10-28,118.41,17.6,14.7,23.5
2022-10-29,143.95,17.3,15.4,22.6
2022-10-30,101.0,14.8,13.1,18.3
2022-10-31,143.95,13.1,12.1,16.1
2022-11-01,106.8,14.0,13.0,19.3
2022-11-02,132.34,13.5,11.1,20.0
2022-11-03,125.38,13.3,11.1,16.7
2022-11-04,114.93,11.2,6.8,15.1
2022-11-05,125.38,9.6,4.0,16.4
2022-11-06,134.66,10.7,5.0,18.5
2022-11-07,121.89,10.9,5.2,18.0
2022-11-08,127.7,12.4,9.5,14.9
2022-11-09,124.22,12.6,9.5,15.1
2022-11-10,141.63,10.4,6.8,16.0
2022-11-11,163.69,10.0,8.7,15.7
2022-11-12,140.47,11.9,11.0,18.7
2022-11-13,128.86,11.7,10.7,16.4
2022-11-14,148.6,11.4,9.9,15.8
2022-11-15,123.06,13.3,12.2,15.6
2022-11-16,139.31,12.4,10.5,13.3
2022-11-17,140.47,14.1,10.9,16.9
2022-11-18,153.24,9.9,7.7,12.9
2022-11-19,133.5,7.7,5.2,11.7
2022-11-20,126.54,9.9,4.7,16.2
2022-11-21,120.73,11.2,5.9,13.4
2022-11-22,152.08,7.4,5.6,12.6
2022-11-23,139.31,13.1,11.7,16.7
2022-11-24,141.63,12.5,9.9,13.7
2022-11-25,135.83,11.0,5.9,13.3
2022-11-26,135.83,6.9,3.8,11.9
2022-11-27,110.29,6.9,3.7,12.5
2022-11-28,154.4,8.0,5.1,11.2
2022-11-29,142.79,6.3,2.8,11.1
2022-11-30,152.08,6.5,4.2,11.0
2022-12-01,170.65,6.6,5.5,11.5
2022-12-02,152.08,5.6,3.5,9.3
2022-12-03,152.08,5.1,1.9,9.1
2022-12-04,148.6,4.7,3.2,7.9
2022-12-05,168.33,6.4,5.7,9.7
2022-12-06,169.49,9.7,8.9,11.0
2022-12-07,150.92,8.1,8.5,12.6
2022-12-08,160.2,9.4,7.9,11.7
2022-12-09,153.24,9.2,7.9,11.0
2022-12-10,154.4,8.4,7.3,12.5
2022-12-11,153.24,7.4,5.7,9.2
2022-12-12,170.65,11.5,8.0,13.7
2022-12-13,162.53,13.4,11.5,14.5
2022-12-14,149.76,11.5,9.9,12.9
2022-12-15,159.04,9.2,8.3,11.0
2022-12-16,154.4,7.4,5.9,10.1
2022-12-17,146.27,7.5,8.0,11.5
2022-12-18,136.99,7.5,5.9,10.9
2022-12-19,148.6,5.4,5.7,11.3
2022-12-20,177.62,8.2,5.9,9.9
2022-12-21,168.33,10.6,8.5,13.3
2022-12-22,153.24,11.2,10.2,14.1
2022-12-23,153.24,10.9,10.3,11.7
2022-12-24,160.2,8.8,7.8,11.1
2022-12-25,143.95,9.3,5.9,14.2
2022-12-26,138.15,8.9,6.6,15.2
2022-12-27,133.5,7.5,5.2,13.7
2022-12-28,174.14,7.0,4.6,13.0
2022-12-29,184.58,9.3,8.1,11.6
2022-12-30,161.37,10.6,7.9,12.9
2022-12-31,162.53,7.5,4.7,13.1
2023-01-01,143.18,8.3,7.8,14.8
2023-01-02,154.55,8.7,9.0,11.8
2023-01-03,157.95,7.1,5.9,12.1
2023-01-04,182.95,5.3,3.1,11.6
2023-01-05,165.91,4.9,3.0,11.6
2023-01-06,153.41,3.5,1.9,10.5
2023-01-07,154.55,5.8,2.5,7.9
2023-01-08,142.05,11.1,7.7,13.2
2023-01-09,176.14,9.3,5.9,12.7
2023-01-10,170.45,5.7,3.4,10.5
2023-01-11,160.23,7.3,4.9,9.2
2023-01-12,138.64,4.3,1.7,10.6
2023-01-13,176.14,4.2,3.7,11.1
2023-01-14,168.18,4.2,1.8,10.3
2023-01-15,143.18,6.0,4.3,11.2
2023-01-16,155.68,5.7,2.9,10.1
2023-01-17,175.0,7.6,2.8,9.9
2023-01-18,171.59,3.6,2.1,5.9
2023-01-19,154.55,3.5,1.2,7.7
2023-01-20,144.32,7.8,6.6,13.7
2023-01-21,142.05,5.6,3.4,9.8
2023-01-22,168.18,1.9,0.2,8.4
2023-01-23,145.45,1.2,-1.8,8.5
2023-01-24,134.09,1.2,0.2,5.7
2023-01-25,144.32,2.2,0.3,9.1
2023-01-26,154.55,3.9,-0.2,9.2
2023-01-27,157.95,3.1,-1.0,8.6
2023-01-28,145.45,3.1,-0.6,9.3
2023-01-29,109.09,1.4,-1.6,5.9
2023-01-30,139.77,1.2,-1.1,8.2
2023-01-31,156.82,1.6,-1.6,10.9
2023-02-01,204.55,4.1,1.8,11.8
2023-02-02,152.27,4.7,2.4,12.7
2023-02-03,173.86,5.7,0.8,15.2
2023-02-04,145.45,5.7,1.1,17.0
2023-02-05,153.41,6.7,4.5,16.2
2023-02-06,131.82,4.9,2.3,10.8
2023-02-07,185.23,3.9,2.8,8.4
2023-02-08,170.45,5.3,2.3,9.9
2023-02-09,139.77,4.8,4.2,10.3
2023-02-10,168.18,4.0,2.0,9.0
2023-02-11,144.32,3.6,1.3,10.4
2023-02-12,171.59,4.7,1.9,11.2
2023-02-13,152.27,5.3,2.3,10.0
2023-02-14,167.05,6.1,4.3,10.3
2023-02-15,131.82,7.3,5.8,12.5
2023-02-16,152.27,7.1,3.8,14.1
2023-02-17,169.32,7.3,3.4,14.8
2023-02-18,137.5,8.3,5.8,14.3
2023-02-19,130.68,11.2,7.9,17.8
2023-02-20,151.14,12.1,9.1,19.0
2023-02-21,156.82,11.4,8.6,17.5
2023-02-22,173.86,9.7,5.9,15.7
2023-02-23,142.05,6.6,2.7,9.6
2023-02-24,148.86,3.8,-0.3,9.7
2023-02-25,130.68,3.2,0.1,9.8
2023-02-26,140.91,4.0,0.1,11.4
2023-02-27,140.91,1.4,0.4,6.7
2023-02-28,148.86,1.7,-1.8,8.9
2023-03-01,139.77,1.3,-1.6,6.2
2023-03-02,159.09,2.8,-1.6,9.9
2023-03-03,160.23,4.0,0.1,11.9
2023-03-04,156.82,5.8,1.4,12.4
2023-03-05,153.41,4.6,2.3,10.3
2023-03-06,168.18,7.6,4.5,13.4
2023-03-07,180.68,10.3,8.5,15.5
2023-03-08,159.09,12.5,9.5,15.8
2023-03-09,147.73,12.9,10.9,17.2
2023-03-10,157.95,12.1,8.6,18.7
2023-03-11,138.64,13.8,8.9,19.8
2023-03-12,132.95,15.0,9.8,20.6
2023-03-13,145.45,14.1,10.1,19.9
2023-03-14,140.91,11.2,7.2,17.2
2023-03-15,159.09,12.2,7.0,19.3
2023-03-16,162.5,14.8,9.3,22.8
2023-03-17,154.55,13.4,10.4,16.5
2023-03-18,114.77,11.1,6.5,15.6
2023-03-19,117.05,11.7,7.6,18.0
2023-03-20,109.09,12.7,7.0,19.8
2023-03-21,131.82,13.8,8.1,20.9
2023-03-22,130.68,14.3,8.6,21.6
2023-03-23,155.68,15.2,8.3,21.2
2023-03-24,143.18,13.8,9.9,19.0
2023-03-25,131.82,13.9,8.4,20.7
2023-03-26,106.82,14.5,9.5,20.7
2023-03-27,139.77,12.7,7.2,19.9
2023-03-28,147.73,14.7,8.3,22.9
2023-03-29,155.68,16.8,10.6,25.2
2023-03-30,142.05,17.2,11.5,22.0
2023-03-31,157.95,15.9,11.2,20.9
2023-04-01,121.59,14.3,10.3,19.1
2023-04-02,117.05,11.2,5.8,18.5
2023-04-03,113.64,11.4,5.1,19.3
2023-04-04,118.18,13.4,8.3,20.7
2023-04-05,138.64,12.9,5.7,21.1
2023-04-06,126.14,15.0,9.1,23.3
2023-04-07,104.55,15.8,9.2,24.2
2023-04-08,136.36,17.8,9.3,26.0
2023-04-09,126.14,18.5,10.6,26.5
2023-04-10,137.5,20.3,11.9,26.2
2023-04-11,139.77,19.0,11.3,25.9
2023-04-12,152.27,16.1,10.0,20.0
2023-04-13,117.05,11.8,6.9,15.9
2023-04-14,134.09,14.3,8.9,19.3
2023-04-15,132.95,15.9,10.1,23.3
2023-04-16,121.59,16.2,10.5,24.0
2023-04-17,110.23,16.8,10.7,25.1
2023-04-18,135.23,15.5,8.9,22.9
2023-04-19,138.64,16.8,10.4,23.8
2023-04-20,143.18,19.3,11.6,27.0
2023-04-21,136.36,18.8,12.1,25.5
2023-04-22,119.32,15.9,12.0,20.5
2023-04-23,105.68,15.9,9.1,23.3
2023-04-24,128.41,18.1,11.6,25.1
2023-04-25,123.86,20.6,13.3,27.8
2023-04-26,153.41,21.3,13.5,28.9
2023-04-27,115.91,22.8,15.7,30.7
2023-04-28,152.27,24.2,18.7,30.9
2023-04-29,137.5,20.4,16.3,25.5
2023-04-30,84.09,19.0,14.1,24.2
2023-05-01,112.5,19.5,12.1,26.6
2023-05-02,119.32,20.9,13.5,27.9
2023-05-03,119.32,22.4,16.2,29.1
2023-05-04,125.0,20.2,14.8,25.4
2023-05-05,128.41,19.6,12.2,26.5
2023-05-06,123.86,20.2,13.5,28.0
2023-05-07,101.14,20.7,16.1,27.0
2023-05-08,110.23,22.0,14.5,29.0
2023-05-09,146.59,22.5,17.2,27.1
2023-05-10,119.32,18.9,13.1,24.9
2023-05-11,122.73,16.6,10.0,22.8
2023-05-12,105.68,14.4,10.0,19.4
2023-05-13,115.91,14.1,8.4,20.7
2023-05-14,106.82,15.2,9.2,20.6
2023-05-15,122.73,15.3,8.6,21.7
2023-05-16,123.86,15.6,9.7,22.4
2023-05-17,92.05,15.6,8.3,23.8
2023-05-18,140.91,15.2,9.6,22.6
2023-05-19,123.86,14.9,9.7,21.8
2023-05-20,113.64,14.8,8.8,20.5
2023-05-21,104.55,15.7,11.1,21.5
2023-05-22,118.18,16.8,13.6,23.9
2023-05-23,113.64,16.6,13.5,25.2
2023-05-24,126.14,16.9,13.4,25.1
2023-05-25,146.59,17.2,13.5,25.1
2023-05-26,118.18,15.6,12.1,17.9
2023-05-27,126.14,15.9,13.3,21.5
2023-05-28,103.41,16.1,12.4,18.5
2023-05-29,125.0,15.6,12.4,23.5
2023-05-30,106.82,16.0,12.4,23.2
2023-05-31,131.82,16.9,12.6,25.2
2023-06-01,115.91,16.7,13.5,25.1
2023-06-02,115.91,16.2,13.5,24.1
2023-06-03,118.18,17.3,13.4,25.3
2023-06-04,107.95,18.1,15.2,26.6
2023-06-05,123.86,18.9,16.1,28.0
2023-06-06,112.5,20.2,15.5,28.5
2023-06-07,131.82,18.1,15.8,22.0
2023-06-08,118.18,18.0,15.9,20.3
2023-06-09,132.95,18.6,14.6,24.1
2023-06-10,104.55,19.7,16.3,26.8
2023-06-11,138.64,20.5,16.9,27.9
2023-06-12,110.23,19.8,17.1,28.3
2023-06-13,123.86,18.6,15.1,24.4
2023-06-14,102.27,20.6,15.6,27.0
2023-06-15,125.0,23.2,17.9,30.4
2023-06-16,128.41,25.3,19.9,32.5
2023-06-17,136.36,26.1,20.9,34.0
2023-06-18,109.09,24.2,20.3,30.8
2023-06-19,102.27,23.2,18.5,29.9
2023-06-20,103.41,22.9,19.2,27.4
2023-06-21,123.86,21.3,16.2,28.3
2023-06-22,123.86,22.0,15.4,29.0
2023-06-23,105.68,25.1,19.6,32.2
2023-06-24,112.5,27.0,21.1,34.2
2023-06-25,123.86,29.6,23.1,37.0
2023-06-26,123.86,30.1,22.3,37.0
2023-06-27,122.73,29.2,22.3,34.9
2023-06-28,129.55,28.8,22.9,34.9
2023-06-29,102.27,28.0,19.6,36.6
2023-06-30,142.05,23.0,16.7,29.3
2023-07-01,136.36,24.8,17.9,31.7
2023-07-02,107.95,26.8,20.2,34.7
2023-07-03,117.05,28.1,22.3,35.1
2023-07-04,130.68,27.8,20.5,33.5
2023-07-05,120.45,26.2,21.3,33.0
2023-07-06,112.5,27.3,21.6,33.7
2023-07-07,125.0,27.1,21.4,34.2
2023-07-08,112.5,26.5,19.7,32.7
2023-07-09,89.77,27.2,19.3,34.2
2023-07-10,110.23,29.7,21.5,37.8
2023-07-11,117.05,31.3,23.6,38.0
2023-07-12,119.32,28.0,21.3,33.2
2023-07-13,105.68,28.0,21.4,35.1
2023-07-14,109.09,29.1,22.8,36.8
2023-07-15,117.05,26.6,21.1,32.3
2023-07-16,86.36,26.3,20.4,34.0
2023-07-17,127.27,30.1,22.2,38.7
2023-07-18,115.91,32.0,25.0,38.5
2023-07-19,114.77,32.2,25.3,37.5
2023-07-20,118.18,29.4,20.9,36.4
2023-07-21,120.45,26.6,20.7,31.9
2023-07-22,114.77,26.0,19.3,31.7
2023-07-23,120.45,28.1,19.8,36.3
2023-07-24,98.86,26.7,19.2,32.5
2023-07-25,127.27,24.6,17.4,31.9
2023-07-26,131.82,25.7,18.1,32.9
2023-07-27,97.73,27.2,21.2,34.2
2023-07-28,123.86,27.2,19.8,34.0
2023-07-29,98.86,28.0,21.0,36.6
2023-07-30,90.91,29.3,22.4,36.8
2023-07-31,129.55,29.8,23.4,36.6
2023-08-01,111.36,29.3,21.2,36.6
2023-08-02,125.0,29.0,22.1,35.7
2023-08-03,137.5,26.4,20.9,32.8
2023-08-04,92.05,22.1,15.8,29.0
2023-08-05,123.86,24.4,15.6,33.0
2023-08-06,100.0,27.4,20.1,36.3
2023-08-07,100.0,27.2,19.0,36.5
2023-08-08,96.59,30.2,22.6,37.8
2023-08-09,119.32,31.9,24.2,39.5
2023-08-10,104.55,31.5,22.8,38.0
2023-08-11,115.91,30.5,23.5,38.8
2023-08-12,120.45,30.7,23.4,37.9
2023-08-13,107.95,30.0,23.4,37.8
2023-08-14,106.82,28.5,22.3,36.2
2023-08-15,105.68,28.3,20.3,36.6
2023-08-16,109.09,28.4,19.9,36.3
2023-08-17,122.73,28.3,20.9,36.2
2023-08-18,97.73,27.5,20.6,34.4
2023-08-19,118.18,28.3,21.3,36.7
2023-08-20,117.05,30.1,21.8,38.0
2023-08-21,113.64,31.9,25.0,40.0
2023-08-22,111.36,32.6,24.7,39.7
2023-08-23,120.45,31.9,25.7,38.9
2023-08-24,115.91,31.5,24.1,39.0
2023-08-25,128.41,31.2,22.9,37.8
2023-08-26,153.41,27.7,19.9,31.5
2023-08-27,122.73,20.8,16.1,23.8
2023-08-28,122.73,20.5,15.1,27.2
2023-08-29,130.68,21.9,17.1,28.9
2023-08-30,121.59,22.2,16.2,27.8
2023-08-31,129.55,23.7,17.4,31.4
2023-09-01,125.0,25.5,18.4,31.6
2023-09-02,103.41,20.1,15.4,23.2
2023-09-03,110.23,17.7,15.4,20.9
2023-09-04,109.09,19.4,16.1,23.3
2023-09-05,115.91,20.0,16.7,27.3
2023-09-06,97.73,21.4,18.1,27.6
2023-09-07,110.23,22.6,19.9,29.0
2023-09-08,122.73,22.6,20.3,29.4
2023-09-09,106.82,21.5,19.3,27.4
2023-09-10,98.86,20.6,18.5,28.9
2023-09-11,112.5,19.8,17.1,26.0
2023-09-12,109.09,19.7,17.5,27.0
2023-09-13,113.64,20.4,16.5,27.3
2023-09-14,113.64,20.6,18.4,26.7
2023-09-15,137.5,19.5,15.5,24.3
2023-09-16,114.77,19.1,16.0,22.2
2023-09-17,117.05,17.5,14.9,19.2
2023-09-18,118.18,16.7,14.5,20.0
2023-09-19,117.05,17.0,13.6,23.2
2023-09-20,118.18,17.1,13.5,23.9
2023-09-21,110.23,16.2,14.4,18.6
2023-09-22,110.23,15.3,11.7,20.5
2023-09-23,122.73,14.9,10.7,22.2
2023-09-24,98.86,17.1,12.7,25.3
2023-09-25,103.41,19.0,13.5,27.8
2023-09-26,109.09,19.8,15.6,27.0
2023-09-27,132.95,20.0,16.1,27.1
2023-09-28,121.59,21.2,15.4,28.2
2023-09-29,113.64,22.2,15.7,29.9
2023-09-30,131.82,21.9,18.4,29.2
2023-10-01,135.23,22.4,18.1,30.0
2023-10-02,127.27,21.9,17.4,29.0
2023-10-03,138.64,21.9,17.1,29.0
2023-10-04,126.14,21.5,17.3,26.8
2023-10-05,112.5,22.0,17.4,29.2
2023-10-06,125.0,21.8,18.0,30.1
2023-10-07,129.55,21.4,18.2,29.0
2023-10-08,112.5,21.3,17.0,29.0
2023-10-09,98.86,20.9,16.7,27.5
2023-10-10,105.68,19.5,16.0,26.4
2023-10-11,119.32,18.9,15.2,26.3
2023-10-12,119.32,19.5,13.7,26.7
2023-10-13,96.59,19.1,15.9,25.3
2023-10-14,117.05,18.2,14.9,21.2
2023-10-15,100.0,16.5,13.5,21.1
2023-10-16,121.59,17.1,14.9,20.0
2023-10-17,119.32,18.9,15.7,23.2
2023-10-18,118.18,17.3,15.6,20.6
2023-10-19,139.77,15.5,10.9,16.7
2023-10-20,144.32,12.7,10.5,15.8
2023-10-21,120.45,10.7,7.8,16.2
2023-10-22,143.18,10.8,10.2,15.5
2023-10-23,128.41,12.5,10.2,14.8
2023-10-24,110.23,11.2,9.1,13.2
2023-10-25,132.95,14.3,11.8,17.2
2023-10-26,137.5,15.7,11.6,18.2
2023-10-27,135.23,12.2,9.3,15.0
2023-10-28,136.36,13.5,11.7,16.6
2023-10-29,128.41,13.8,12.5,16.3
2023-10-30,128.41,12.2,8.7,15.9
2023-10-31,103.41,9.3,7.5,12.6
2023-11-01,119.32,11.6,8.3,14.3
2023-11-02,132.95,12.5,7.1,15.9
2023-11-03,135.23,9.2,7.1,13.1
2023-11-04,137.5,11.7,9.7,13.9
2023-11-05,142.05,10.2,8.5,13.4
2023-11-06,111.36,8.2,5.2,12.9
2023-11-07,111.36,6.6,3.4,10.1
2023-11-08,134.09,7.9,4.9,11.5
2023-11-09,132.95,11.4,9.6,15.5
2023-11-10,144.32,10.6,7.9,14.6
2023-11-11,137.5,13.9,11.5,17.6
2023-11-12,98.86,14.4,11.9,18.6
2023-11-13,112.5,14.8,11.6,18.0
2023-11-14,132.95,12.1,10.3,15.8
2023-11-15,128.41,11.0,10.5,15.7
2023-11-16,129.55,12.1,10.8,13.7
2023-11-17,147.73,11.6,10.9,16.1
2023-11-18,123.86,11.0,8.3,17.1
2023-11-19,121.59,11.2,8.3,17.5
2023-11-20,113.64,10.5,7.6,17.3
2023-11-21,134.09,9.1,7.5,13.2
2023-11-22,120.45,9.3,7.1,13.5
2023-11-23,118.18,7.2,3.0,13.7
2023-11-24,136.36,6.8,3.1,14.8
2023-11-25,119.32,7.8,3.3,15.5
2023-11-26,131.82,7.4,4.9,13.2
2023-11-27,120.45,7.6,5.2,10.8
2023-11-28,144.32,9.6,7.1,12.0
2023-11-29,134.09,12.2,11.0,13.7
2023-11-30,136.36,13.3,12.1,14.6
2023-12-01,153.41,8.9,5.8,12.5
2023-12-02,105.68,6.4,4.1,10.0
2023-12-03,110.23,4.2,1.8,7.5
2023-12-04,136.36,6.6,4.9,10.1
2023-12-05,155.68,5.7,4.9,8.1
2023-12-06,142.05,5.9,2.9,9.1
2023-12-07,151.14,6.4,3.6,8.6
2023-12-08,121.59,8.6,5.9,11.6
2023-12-09,115.91,8.6,5.8,12.7
2023-12-10,138.64,10.7,10.4,12.1
2023-12-11,137.5,7.3,9.0,12.8
2023-12-12,177.27,9.6,7.7,12.1
2023-12-13,157.95,9.5,6.6,11.3
2023-12-14,161.36,6.3,2.6,11.1
